2082767;133084,97101449277
2098082;148677,58979591838
1979136;191473,37837837837
2094824;124458,16
2109038;88271,33333333333
2116235;160257,43333333332
2124667;164580,6
4bc42f4d53caa5054280;99083,55555555556
9f411ff9f245a0047ee4;220798,69444444444
1713211;173900,25263157894
2117035;165139,0131208997
bdf5990fde5f1f20b69c;58367,0
db7d7efffc6cb7cdc591;369017,35
e66d939e45791a2aab3f;218462,00037626992
1543574;129111,28571428571
1966204;103043,73636363636
2102643;192735,47651006712
2110901;196741,7619047619
800535;94169,77486910994
91a00754acac5cfc5fc0;150058,0
1484362;66636,1875
1566688;100298,78064516129
1882066;128293,0
2106112;142371,34782608695
281533;154033,944
386edfff9070d945dad8;216466,0
3e83f4e9a6c866c4b2d0;129592,80952380953
88273;97011,8085106383
1734117;150800,625
2097713;129575,46398659966
7aedd5101a8538bd72a7;755963,0
8db8c4aae63d01956d7b;190952,66666666666
b1bb6fe52ce2e91402fc;438265,22222222225
edeabbfa32cc578fbfc8;263859,0
118490242c251318c0bb;115349,42857142857
1393534;106350,18987341772
1628066;150395,86666666667
1802523;83449,28
2073235;134686,1
29007d9b70faf2de4ce5;154080,33720930232
3472;167405,68
b66254aba82cda354add;104706,07407407407
1765790;147657,44827586206
1961855;287875,71428571426
1978545;161007,74
2095440;210371,3125
2102409;234205,85714285713
2108007;180484,26044444446
399789;86650,86046511628
a1e12ef88cb489161f9f;710226,0
1989269;127354,66176470589
2012810;96882,46153846153
2094512;149275,81578947368
2105952;143444,1884057971
1576918;140208,16666666666
1726890;142289,31073446327
1781631;180956,55555555556
ac15b50cdcf333273965;163186,0
2102760;140474,0
32e712494f6e1c0cc05e;132537,55555555556
4d865f9c4a9f9b16f9b7;112288,46808510639
617828;110760,78620689655
2096218;459373,4285714286
2123305;213239,9090909091
1836105;157399,36712749617
2100603;122943,17307692308
2101113;72846,27586206897
2102215;107237,04347826086
2117738;118706,9459041731
1929363;67125,76923076923
1970989;110040,2
2102425;155183,14814814815
2109276;210440,4
b404fd533af60730ced6;79855,88888888889
1466936;101451,33333333333
2106545;115871,0
a2deef54c12013bc7111;36720,0
1679426;85108,68421052632
1787248;129055,4
1849412;108039,66666666667
1981286;150101,3244047619
1def2aaacc91356622c9;118552,79310344828
2060825;60205,92929292929
2110202;107411,1052631579
2823af98b8966935d163;133577,55
28fff5468959249096d7;307733,0
1434078;188133,83333333334
1807346;101485,5294117647
1946335;139881,32
2102786;168564,66666666666
782596;113905,67164179105
870887;143593,3505154639
1391566;85505,57943925234
2083959;162004,780876494
2106861;204521,03296703298
2114238;173246,11538461538
426844;184661,75
089bcb099f849ab3e347;222755,45833333334
176743;191169,25
2107207;74544,03703703704
2110309;215308,05
2120005;181446,51570680627
d1416dad2e84a2ccdeb8;57523,0
1634167;64150,2
1742237;397691,54545454547
1917214;131840,66666666666
1998042;95672,0
2072483;366994,0
2090461;130880,3
2108468;122391,34684684685
c051c931d442cf6db684;626907,1428571428
cb43f3fbece159da0b47;295259,375
1941740;199857,0909090909
2102066;95558,21951219512
2102094;120482,53125
2109625;98304,78199052133
2120373;134995,6120689655
2126718d13381e6037d6;140096,63636363635
a4f2bde68a06b40c8583;97717,25
2030441;176825,49315068492
2102890;134468,75
2047942;220300,1739130435
2095912;149192,45588235295
2096758;198568,875
2102028;250913,275
2102814;335236,0833333333
2107409;172443,10714285713
403760;288668,6842105263
2061593;183392,16091954024
734c5362d95b023d82f4;389934,0
1514798;122976,14814814815
2014840;169425,625
2102706;85186,22222222222
2104831;154304,71153846153
2110211;62832,71428571428
2091480;70592,5
2093369;172182,776119403
7733;139635,72916666666
79594;159573,18292682926
aa46226ef77aeee116e4;117058,5
1468123;363939,4696969697
2100104;138263,16
2108354;190061,47661870503
e629b4813971b68e502d;352226,72
2054802;100549,15100671141
2077298;106116,74509803922
c81be6981719be5b1c36;142426,75
da6dcf2d13433e9892f0;284008,5
09b073eac8273d03dd3f;612404,6666666666
4437889dd948b58eae92;481756,23529411765
62b6aeed25cc5bc64ff1;252352,4705882353
1799842;92649,1574074074
1964251;96616,37593984962
2005865;101105,82352941176
2106608;160781,08
c0a7507fae9edef50501;157404,57746478874
1670043;266541,9259259259
1871698;225042,07407407407
2080410;94437,45161290323
2102626;102469,40816326531
2108008;147012,52083333334
2108315;175242,5648854962
d224c8ce4569edbab170;220391,8
1666139;156444,27272727274
66b363c8e6dff2408dc9;183859,22222222222
2022840;71569,54838709677
4dee7f4bc921e5ed4f32;83026,47222222222
7dfac49b5be068de632a;39101,77777777778
ea88bdd2e51dda831f1c;181009,13043478262
0eb3267e9e732c53e12c;179613,0
2102625;97418,625
2105591;172415,72289156626
2108637;74249,57142857143
a82940efb2b26791b01a;245482,1
1790190;81630,14285714286
1909422;102355,86363636363
2085318;449485,4761904762
2094414;145464,4898989899
2116135;132218,4366197183
1450193;209173,94339622642
1967345;87217,32653061225
2052568;171912,198019802
2069757;12575,0
2073396;216882,2857142857
1567354;164155,33246073299
1657192;93833,76363636364
2094180;39011,416666666664
2094203;150498,68253968254
1342711;82700,80769230769
2107389;171977,4347826087
9b758174300ad9f4027b;206497,47524752477
9fd3d314c1f25ee3878f;80671,44444444444
2102050;136345,75490196078
2112507;195070,88888888888
867354;268082,3333333333
1632587;197404,15789473685
2003363;103940,88202247191
2110910;240225,79104477612
2117069;136301,3324742268
2117658;254075,7939914163
4550;152282,03703703705
1401500;114522,55319148937
2101703;154097,57894736843
2102023;130514,27272727272
2111268;279401,41509433964
2115965;161602,88235294117
2116173;145798,06944444444
4bb2205c5309e2f15d1e;5515,5
9637eb5a9692f571a0bc;116705,85185185185
1e9ba6dd21c75663977f;59365,666666666664
2051250;84365,02222222222
2095410;227689,80952380953
2117607;198792,8205128205
2117653;167822,9338235294
2121542;189784,88888888888
2c50980ba582aeece6d8;228003,5
492262;28242,764705882353
1589510;377844,3431372549
2026626;193430,31914893616
2099535;154915,4
2102396;355768,25
2102869;107500,44827586207
3a75fa103cabba2fdef2;309021,2
1743502;148315,02597402598
2118956;179379,89434889436
2119052;126345,125
3bb47aee70f802cbc086;85585,84615384616
2094919;145796,14285714287
2102255;675559,2307692308
2114499;128468,52205882352
499bcf618fa22e0bfa37;95502,8125
784251;170114,4109589041
2087787;231512,0
2088274;121015,9255319149
2115907;239975,14705882352
2116149;101357,96
bb63585f1464e6aeff07;178998,0
2089846;86012,85714285714
2102743;418715,6
2116121;205886,38613861386
2116169;147953,16279069768
339372de9978fb9967c2;175467,0285714286
04dc83c2d9e3c428e425;110969,0
1533197;186383,56097560975
1925524;113287,33333333333
1f8af064f669b6226236;96377,56338028169
2101184;189856,25
83ea6de19b33e03659cf;102896,08333333333
a98a523136010750468b;328560,6666666667
009646fc857433b9b65f;128679,18181818182
200045;180279,94295302013
2098430;153190,59649122806
2102284;53730,09090909091
2111031;169626,4516129032
2112393;156152,18181818182
53222809fe35295b7798;625616,25
2074629;146699,0
2109027;198563,23076923078
2116192;196909,7142857143
23b09315b0998a985851;177381,86666666667
764189;169595,35897435897
ebaa127108d0e2efa965;8590,25
1173464;89637,0625
1394731;249638,375
1980218;152972,14285714287
2110873;284499,32871972315
2113163;145834,63888888888
2118059;222083,59322033898
2118860;294639,96
2609;102012,76991150442
2101020;165137,28702290077
2108959;125688,99311294766
55720acb36ab199c9fc3;264807,243902439
1928584;168799,63909774437
2088552;173752,04672897197
2108306;179042,83333333334
fd462dc5c16f2911c9af;297114,0833333333
2102112;128512,28
2110897;354416,225
2112924;150478,28985507245
2114716;201636,4375
2120340;138263,96
6a2c72beadde08470f59;162675,0
